person_id_random,gender,fb_friend_count,current_home_years,current_home_months,living_situation,current_job_years,current_job_months,education,how_much_paid,how_often_paid,referral_source,outstanding_loan,use_mobile_wallet_how_often,relationship_status,is_employed,local_access_time,first_access_signup_gap,country_name,city_name,money_in_amount,money_in_times,money_out_amount,money_out_times,age
2278919539.0,F,2336.0,1,2.0,pay_rent,0,7.0,,23000.0,monthly,,yes,daily,,,1.0,649.0,Tanzania,,1400.0,2.0,0.0,0.0,26.6931506849
1672596057.0,M,1442.0,3,9.0,pay_rent,3,9.0,,400.0,daily,,yes,few_times_a_week,,,1.0,642.0,Tanzania,,12235.0,6.0,12742.0,7.0,28.1808219178
3939663286.0,F,1842.0,3,0.0,pay_rent,1,0.0,,36000.0,monthly,other,yes,few_times_a_week,,,1.0,501.0,Tanzania,,25075.0,8.0,39343.0,22.0,29.1205479452
3435646267.0,M,110.0,5+,0.0,,2,0.0,,3000.0,monthly,friend,no,few_times_a_month,,,3.0,526.0,Tanzania,,13050.0,20.0,13280.0,10.0,22.1589041096
4167056538.0,M,960.0,4,2.0,own_home,2,5.0,,35000.0,monthly,,yes,daily,,,2.0,572.0,Tanzania,,6515.0,12.0,8208.0,8.0,6.63287671233
8165102081.0,F,501.0,2,3.0,pay_rent,2,2.0,,1500.0,weekly,,no,daily,,,,,,,,,,,22.7753424658
9854161442.0,M,781.0,1,0.0,pay_rent,0,0.0,,500.0,weekly,,no,few_times_a_week,,,,,,,,,,,96.5945205479
2552675755.0,F,143.0,5+,0.0,pay_rent,2,0.0,,15000.0,monthly,facebook,yes,few_times_a_week,,,2.0,474.0,Tanzania,Dar es Salaam,18800.0,12.0,15293.0,18.0,34.8876712329
5826558835.0,F,306.0,0,0.0,own_home,5+,0.0,,10000.0,monthly,,yes,few_times_a_week,,,1.0,606.0,Tanzania,,24600.0,16.0,25330.0,14.0,26.4547945205
8082067022.0,M,1118.0,5+,9.0,own_home,1,5.0,,30000.0,monthly,google_play_store,no,daily,,,3.0,446.0,Tanzania,,78050.0,16.0,63580.0,14.0,24.9726027397
8092607634.0,M,1841.0,3,5.0,pay_rent,2,1.0,,500.0,daily,facebook,yes,few_times_a_week,,,2.0,543.0,Tanzania,Dar es Salaam,18314.0,16.0,21140.0,14.0,28.5287671233
1280507511.0,M,328.0,3,2.0,pay_rent,2,8.0,,4500.0,weekly,,no,few_times_a_week,,,1.0,580.0,Tanzania,,30090.0,10.0,16259.0,20.0,31.1424657534
7378814827.0,F,323.0,0,0.0,pay_rent,0,0.0,,3000.0,weekly,facebook,yes,daily,,,5.0,447.0,Tanzania,,78610.0,18.0,94347.0,12.0,36.1342465753
5309412184.0,M,4879.0,5+,0.0,own_home,5+,0.0,,20000.0,daily,,no,few_times_a_week,,,1.0,497.0,Tanzania,,39100.0,20.0,13810.0,10.0,32.4821917808
1459514671.0,M,591.0,0,0.0,pay_rent,0,0.0,,5000.0,monthly,,yes,few_times_a_week,,,3.0,564.0,Tanzania,,500.0,1.0,3950.0,5.0,24.9424657534
5085179989.0,M,288.0,5+,0.0,pay_rent,5+,0.0,,1800.0,daily,friend,yes,few_times_a_week,,,1.0,497.0,Tanzania,,35955.0,17.0,57040.0,13.0,31.7232876712
8845067238.0,M,160.0,1,0.0,own_home,2,0.0,,20000.0,monthly,facebook,yes,few_times_a_week,,,2.0,442.0,Tanzania,,41310.0,14.0,7555.0,16.0,31.4191780822
8392403933.0,M,647.0,3,2.0,pay_rent,3,4.0,,8500.0,monthly,facebook,no,few_times_a_week,,,1.0,570.0,Tanzania,,72050.0,10.0,58694.0,20.0,30.1232876712
8839970497.0,M,163.0,2,5.0,pay_rent,4,0.0,,600.0,daily,friend,yes,few_times_a_week,,,4.0,502.0,Tanzania,,13977.0,13.0,19177.0,17.0,34.4520547945
5916800459.0,F,332.0,3,0.0,pay_rent,2,1.0,,300.0,daily,,no,few_times_a_week,,,11.0,444.0,Tanzania,,5530.0,3.0,2150.0,3.0,31.898630137
5255086303.0,M,27.0,2,0.0,pay_rent,2,0.0,,5000.0,weekly,facebook,yes,daily,,,1.0,544.0,Tanzania,,65352.0,21.0,15467.0,9.0,33.0
2693128770.0,M,362.0,2,0.0,pay_rent,0,10.0,,21600.0,monthly,,no,few_times_a_week,,,1.0,473.0,Tanzania,,35.0,1.0,25311.0,16.0,27.7506849315
8041467929.0,M,980.0,2,0.0,pay_rent,0,0.0,,1000.0,weekly,,yes,few_times_a_week,,,2.0,440.0,Tanzania,,17850.0,10.0,19737.0,20.0,25.1616438356
7549961913.0,M,1429.0,0,7.0,pay_rent,0,10.0,,800.0,daily,,no,few_times_a_week,,,27.0,443.0,Tanzania,Dar es Salaam,7100.0,5.0,9180.0,6.0,73.4410958904
7093035860.0,F,35.0,5+,0.0,pay_rent,5+,0.0,,800.0,daily,,no,daily,,,1.0,537.0,Tanzania,Dar es Salaam,40600.0,15.0,18887.0,15.0,43.1260273973
6456476162.0,F,437.0,2,0.0,pay_rent,3,0.0,,70000.0,monthly,,no,few_times_a_week,,,1.0,615.0,Tanzania,,22832.0,10.0,19904.0,20.0,27.9863013699
7318322753.0,M,719.0,5+,6.0,pay_rent,4,11.0,high_school,12000.0,monthly,friend,yes,few_times_a_week,long-term,yes,1.0,568.0,Tanzania,,25100.0,8.0,9450.0,4.0,11.5561643836
1654887836.0,F,441.0,2,0.0,pay_rent,5+,0.0,,2000.0,daily,,yes,few_times_a_week,,,2.0,437.0,Tanzania,,3000.0,2.0,5150.0,2.0,32.104109589
8540590529.0,M,76.0,5+,6.0,pay_rent,0,0.0,,1000.0,weekly,friend,no,daily,,,1.0,630.0,Tanzania,,2413.0,16.0,15990.0,14.0,25.2794520548
5120292396.0,M,209.0,0,0.0,pay_rent,0,0.0,,2000.0,monthly,,no,few_times_a_week,,,1.0,546.0,Tanzania,,4223.0,12.0,200.0,1.0,22.1260273973
5647000446.0,M,571.0,2,0.0,pay_rent,4,0.0,,800.0,daily,friend,yes,few_times_a_week,,,9.0,536.0,Tanzania,,42980.0,12.0,60586.0,18.0,33.2082191781
6525704875.0,F,198.0,0,8.0,pay_rent,2,0.0,,15000.0,monthly,,no,few_times_a_month,,,3.0,540.0,Tanzania,,18338.0,11.0,6350.0,6.0,37.2054794521
7958178899.0,M,55.0,1,6.0,pay_rent,1,6.0,,1200.0,daily,,no,few_times_a_week,,,,,,,,,,,24.6219178082
1868497628.0,M,405.0,3,0.0,own_home,0,0.0,,1500.0,weekly,,no,few_times_a_week,,,3.0,499.0,Tanzania,,3861.0,12.0,25127.0,18.0,6.53698630137
2612671805.0,M,1240.0,1,3.0,pay_rent,0,0.0,,2500.0,monthly,,yes,daily,,,2.0,452.0,Tanzania,,600.0,5.0,450.0,1.0,23.4273972603
9047422306.0,M,423.0,0,6.0,pay_rent,0,0.0,,2300.0,monthly,,no,few_times_a_week,,,1.0,610.0,Tanzania,Dar es Salaam,2300.0,3.0,900.0,1.0,26.4136986301
8751507835.0,M,579.0,1,2.0,pay_rent,0,8.0,,1000.0,daily,friend,no,daily,,,3.0,538.0,Tanzania,,43770.0,14.0,32256.0,16.0,32.2931506849
8210123264.0,M,189.0,4,6.0,pay_rent,5+,3.0,high_school,500.0,daily,friend,no,few_times_a_week,married,yes,1.0,521.0,Tanzania,,21170.0,17.0,10315.0,13.0,26.2493150685
5248964653.0,M,2390.0,3,0.0,pay_rent,1,0.0,,12000.0,monthly,,no,daily,,,1.0,424.0,Tanzania,Dar es Salaam,2350.0,8.0,1030.0,1.0,24.2246575342
5810007060.0,M,284.0,2,3.0,pay_rent,2,2.0,,750.0,daily,,no,daily,,,3.0,416.0,Tanzania,Dar es Salaam,250.0,3.0,750.0,4.0,22.402739726
1832279919.0,F,544.0,4,6.0,pay_rent,4,5.0,,30000.0,daily,,no,few_times_a_week,,,4.0,454.0,Tanzania,,7530.0,21.0,10308.0,9.0,31.0821917808
5476885599.0,M,3125.0,2,0.0,pay_rent,0,0.0,,400.0,daily,,no,daily,,,1.0,470.0,Tanzania,,94900.0,16.0,72400.0,4.0,21.9452054795
2876398156.0,M,855.0,1,4.0,pay_rent,1,10.0,,4600.0,weekly,,yes,few_times_a_week,,,1.0,429.0,Tanzania,,1500.0,1.0,0.0,0.0,26.9917808219
4198273826.0,M,49.0,4,0.0,own_home,2,3.0,,14000.0,monthly,,no,daily,,,1.0,417.0,Tanzania,,69220.0,11.0,34108.0,4.0,17.7123287671
1180207250.0,M,1512.0,2,4.0,pay_rent,4,2.0,,2500.0,daily,,no,few_times_a_week,,,1.0,512.0,Tanzania,,10.0,1.0,0.0,0.0,24.5369863014
9477378963.0,M,980.0,5+,1.0,pay_rent,0,0.0,,1000.0,weekly,,no,few_times_a_week,,,1.0,598.0,Tanzania,,700.0,5.0,1164.0,9.0,23.298630137
5809370917.0,F,1746.0,2,8.0,pay_rent,1,0.0,college,26000.0,monthly,friend,no,few_times_a_week,long-term,yes,,,,,,,,,24.3808219178
3480756825.0,M,1824.0,3,0.0,pay_rent,3,0.0,,15000.0,monthly,,no,few_times_a_week,,,,,,,,,,,6.46849315068
7555552124.0,M,537.0,3,5.0,pay_rent,0,6.0,,16000.0,monthly,other,yes,few_times_a_week,,,13.0,414.0,Tanzania,,26100.0,18.0,8520.0,7.0,28.9342465753
9611014004.0,M,63.0,5+,9.0,own_home,5+,0.0,,1000.0,daily,,no,daily,,,,,,,,,,,
9200350130.0,M,2363.0,2,3.0,pay_rent,3,1.0,,8000.0,weekly,,no,few_times_a_week,,,,,,,,,,,
9516909367.0,M,1676.0,1,0.0,pay_rent,0,0.0,,1100.0,daily,,yes,few_times_a_week,,,1.0,590.0,Tanzania,,750.0,1.0,0.0,0.0,
2609792976.0,F,782.0,3,2.0,pay_rent,2,5.0,,5600.0,weekly,,yes,few_times_a_month,,,,,,,,,,,26.3589041096
9377789718.0,M,302.0,0,0.0,own_home,0,0.0,,700.0,daily,,no,few_times_a_week,,,1.0,435.0,Tanzania,,50.0,1.0,0.0,0.0,
9821765598.0,M,2143.0,2,11.0,pay_rent,1,9.0,,17500.0,monthly,,no,daily,,,1.0,388.0,Tanzania,,34800.0,4.0,18360.0,8.0,29.5342465753
9229511691.0,M,292.0,3,0.0,pay_rent,0,8.0,,700.0,daily,,no,few_times_a_week,,,2.0,557.0,Tanzania,,0.0,0.0,4345.0,2.0,
4396948561.0,M,511.0,3,9.0,pay_rent,1,2.0,,1200.0,daily,,no,few_times_a_week,,,1.0,383.0,Tanzania,,1210.0,3.0,0.0,0.0,
7419788148.0,M,1000.0,2,4.0,pay_rent,2,6.0,,25000.0,monthly,,no,daily,,,1.0,553.0,Tanzania,,5192.0,22.0,6205.0,8.0,
6149299222.0,F,225.0,3,6.0,pay_rent,0,0.0,,10000.0,monthly,,no,few_times_a_week,,,1.0,426.0,Tanzania,,3651.0,5.0,803.0,4.0,
3753586759.0,M,469.0,5+,10.0,own_home,2,5.0,,4500.0,weekly,,no,daily,,,,,,,,,,,
3278293306.0,M,140.0,5+,0.0,own_home,1,8.0,,18000.0,monthly,,no,few_times_a_month,,,1.0,550.0,Tanzania,,5050.0,1.0,4727.0,2.0,
7258285849.0,M,413.0,1,0.0,own_home,4,0.0,,700.0,daily,,no,few_times_a_week,,,1.0,510.0,Tanzania,,19570.0,15.0,25004.0,15.0,27.1260273973
6754950264.0,F,70.0,0,0.0,pay_rent,2,4.0,,1200.0,daily,friend,yes,few_times_a_week,,,1.0,447.0,Tanzania,,45822.0,16.0,12667.0,14.0,36.0630136986
5815782196.0,M,658.0,0,0.0,pay_rent,0,0.0,,10000.0,monthly,,no,few_times_a_month,,,,,,,,,,,
5468470748.0,F,302.0,1,10.0,pay_rent,1,2.0,,1500.0,daily,,no,daily,,,2.0,398.0,Tanzania,,3150.0,1.0,3050.0,1.0,27.6684931507
3174864023.0,M,521.0,3,2.0,pay_rent,2,1.0,,1500.0,daily,,no,few_times_a_week,,,1.0,472.0,Tanzania,,19932.0,22.0,16473.0,8.0,25.8191780822
7930805770.0,M,866.0,4,2.0,own_home,2,1.0,,2200.0,weekly,,no,daily,,,1.0,369.0,Tanzania,,0.0,0.0,1175.0,3.0,22.5671232877
5517270647.0,M,944.0,3,0.0,pay_rent,2,7.0,,800.0,daily,,no,daily,,,1.0,488.0,Tanzania,Dar es Salaam,2530.0,3.0,3000.0,3.0,22.4904109589
5833760454.0,F,160.0,5+,11.0,pay_rent,5+,11.0,college,1000.0,weekly,friend,yes,daily,married,yes,1.0,529.0,Tanzania,,64971.0,29.0,4000.0,1.0,32.5095890411
5781022158.0,M,545.0,3,4.0,own_home,2,0.0,,600.0,daily,,no,daily,,,5.0,539.0,Tanzania,,13400.0,3.0,3157.0,6.0,23.6054794521
9896789006.0,M,969.0,2,4.0,pay_rent,2,0.0,,900.0,daily,,no,few_times_a_week,,,2.0,389.0,Tanzania,,0.0,0.0,49.0,1.0,24.1178082192
3401108129.0,M,,,,,,,,,,,,,,,,,,,,,,,26.4301369863
1084690398.0,M,235.0,4,0.0,pay_rent,0,0.0,,9000.0,monthly,google_play_store,yes,daily,,,1.0,368.0,Tanzania,,34350.0,14.0,30149.0,16.0,26.8109589041
7386434289.0,F,279.0,3,8.0,pay_rent,2,6.0,,1200.0,weekly,,no,few_times_a_week,,,1.0,362.0,Tanzania,,8000.0,1.0,0.0,0.0,24.0109589041
2990883566.0,F,445.0,4,5.0,pay_rent,5+,0.0,,60000.0,monthly,,no,few_times_a_week,,,2.0,530.0,Tanzania,,41450.0,15.0,41236.0,15.0,31.5917808219
3523225738.0,M,510.0,2,4.0,pay_rent,0,0.0,,12000.0,monthly,,yes,daily,,,1.0,406.0,Tanzania,,3220.0,5.0,0.0,0.0,24.8931506849
3744930975.0,F,137.0,2,0.0,pay_rent,3,0.0,,2000.0,weekly,,yes,daily,,,14.0,373.0,Tanzania,,3160.0,2.0,5577.0,3.0,29.3616438356
9789281998.0,F,4994.0,1,0.0,pay_rent,1,0.0,,25000.0,monthly,friend,no,few_times_a_week,,,1.0,345.0,Tanzania,Dar es Salaam,45060.0,10.0,29090.0,20.0,25.2739726027
6887884618.0,M,29.0,5+,0.0,own_home,3,0.0,,800.0,daily,facebook,no,daily,,,1.0,525.0,Tanzania,,18207.0,20.0,7627.0,10.0,30.9863013699
2327560619.0,F,1248.0,5+,0.0,own_home,5+,0.0,,450.0,daily,other,yes,few_times_a_week,,,3.0,352.0,Tanzania,Dar es Salaam,41260.0,21.0,12240.0,9.0,27.0794520548
8394030931.0,F,226.0,5+,0.0,,5+,0.0,,20000.0,monthly,google_play_store,yes,few_times_a_week,,,13.0,353.0,Tanzania,,12950.0,9.0,42967.0,21.0,34.8273972603
6687103750.0,F,829.0,3,0.0,pay_rent,3,0.0,,30000.0,monthly,google_play_store,yes,few_times_a_week,,,1.0,332.0,Tanzania,,23210.0,8.0,141251.0,22.0,30.8904109589
6768006410.0,M,257.0,4,0.0,pay_rent,5+,0.0,,30000.0,monthly,friend,no,few_times_a_week,,,1.0,442.0,Tanzania,,4150.0,4.0,28630.0,26.0,35.4493150685
3555490492.0,M,1228.0,5+,0.0,pay_rent,0,0.0,,2500.0,weekly,,yes,few_times_a_week,,,,,,,,,,,25.9917808219
6033880411.0,M,913.0,3,0.0,,3,0.0,,2500.0,daily,facebook,yes,daily,,,1.0,512.0,Tanzania,,55000.0,22.0,43380.0,8.0,30.5890410959
8278230987.0,M,374.0,5+,0.0,pay_rent,5+,0.0,,3500.0,daily,friend,no,few_times_a_week,,,7.0,337.0,Tanzania,,17200.0,7.0,14425.0,5.0,27.0328767123
2876643470.0,M,370.0,5+,11.0,own_home,1,8.0,,190000.0,monthly,other,no,few_times_a_week,,,1.0,346.0,Tanzania,,61790.0,11.0,64641.0,19.0,37.7863013699
9881053673.0,M,132.0,1,4.0,,5+,7.0,,1800.0,monthly,google_play_store,yes,few_times_a_week,,,1.0,431.0,Tanzania,,25198.0,19.0,31028.0,11.0,76.4383561644
5903857819.0,M,384.0,5+,0.0,,0,4.0,,22000.0,monthly,,no,few_times_a_week,,,1.0,323.0,Tanzania,,12000.0,1.0,7227.0,4.0,32.098630137
2046310222.0,M,943.0,0,0.0,pay_rent,0,0.0,,500.0,daily,facebook,no,daily,,,1.0,340.0,Tanzania,,53050.0,19.0,39207.0,11.0,29.5890410959
6108121189.0,M,1704.0,1,3.0,pay_rent,1,3.0,college,32000.0,monthly,friend,no,daily,long-term,yes,1.0,437.0,Tanzania,Dar es Salaam,1500.0,2.0,13860.0,28.0,28.2410958904
5126578428.0,F,291.0,5+,0.0,pay_rent,5+,0.0,,25000.0,monthly,facebook,yes,few_times_a_week,,,4.0,481.0,Tanzania,,54100.0,6.0,10900.0,3.0,27.5589041096
2795350446.0,M,4993.0,3,0.0,own_home,0,0.0,,3000.0,daily,google_play_store,yes,daily,,,1.0,375.0,Tanzania,Dar es Salaam,48590.0,25.0,4880.0,5.0,29.6493150685
7573861449.0,F,489.0,2,0.0,pay_rent,1,6.0,,500.0,daily,facebook,no,few_times_a_week,,,2.0,350.0,Tanzania,,5700.0,5.0,13690.0,9.0,30.1260273973
8291626998.0,M,390.0,0,11.0,pay_rent,2,0.0,,25000.0,monthly,friend,yes,few_times_a_month,,,15.0,339.0,Tanzania,Dar es Salaam,16895.0,11.0,16390.0,10.0,28.2054794521
6774434683.0,M,429.0,5+,3.0,pay_rent,3,2.0,,350.0,daily,,yes,few_times_a_week,,,2.0,324.0,Tanzania,Dar es Salaam,43690.0,15.0,15000.0,15.0,29.4739726027
1704712487.0,M,600.0,2,0.0,pay_rent,5+,0.0,,4000.0,monthly,other,yes,few_times_a_week,,,,,,,,,,,33.2164383562
7839108662.0,M,630.0,5+,5.0,pay_rent,4,0.0,,30000.0,monthly,facebook,no,daily,,,1.0,329.0,Tanzania,,61370.0,14.0,39730.0,16.0,32.895890411
3307407390.0,M,2017.0,4,2.0,pay_rent,5+,0.0,,45000.0,monthly,,no,few_times_a_month,,,1.0,407.0,Tanzania,,0.0,0.0,3200.0,1.0,34.2219178082
9308939887.0,F,230.0,2,1.0,pay_rent,3,1.0,,15000.0,monthly,facebook,no,few_times_a_week,,,2.0,404.0,Tanzania,,54460.0,18.0,39292.0,12.0,27.8273972603
5923715507.0,M,4602.0,5+,0.0,pay_rent,,,high_school,5000.0,weekly,friend,no,daily,single,no,1.0,467.0,Tanzania,Dar es Salaam,24100.0,9.0,36884.0,21.0,35.2602739726
1289196041.0,M,235.0,5+,0.0,pay_rent,0,0.0,,500.0,daily,facebook,yes,daily,,,3.0,496.0,Tanzania,,51700.0,9.0,89792.0,21.0,27.8356164384
1023186466.0,M,155.0,5+,11.0,pay_rent,5+,11.0,,16800.0,monthly,facebook,yes,few_times_a_week,,,1.0,366.0,Tanzania,,5050.0,4.0,28530.0,26.0,54.8465753425
3686319819.0,F,292.0,4,0.0,pay_rent,3,0.0,college,33000.0,monthly,family,no,daily,single,yes,2.0,318.0,Tanzania,,9500.0,3.0,60760.0,27.0,58.8684931507
1272813046.0,F,2324.0,1,0.0,pay_rent,3,0.0,,7000.0,monthly,friend,no,few_times_a_week,,,4.0,327.0,Tanzania,,4250.0,5.0,6050.0,4.0,28.5424657534
4097229256.0,M,235.0,3,0.0,pay_rent,0,11.0,,56000.0,monthly,facebook,no,few_times_a_month,,,1.0,322.0,Tanzania,Dar es Salaam,0.0,0.0,66518.0,30.0,37.4136986301
5331332312.0,M,773.0,,,,,,,,,family,,,,,1.0,383.0,Tanzania,,7500.0,1.0,1150.0,2.0,28.8684931507
5783698569.0,M,567.0,5+,2.0,pay_rent,5+,1.0,college,100000.0,monthly,facebook,no,few_times_a_week,,,1.0,398.0,Tanzania,Dar es Salaam,18500.0,9.0,35757.0,21.0,41.1890410959
5747178338.0,M,1826.0,0,5.0,pay_rent,0,0.0,high_school,2000.0,weekly,facebook,no,few_times_a_week,,,3.0,331.0,Tanzania,,45900.0,10.0,45524.0,20.0,22.7232876712
9804175165.0,M,392.0,4,1.0,pay_rent,5+,2.0,college,53000.0,monthly,google_play_store,yes,daily,,,1.0,487.0,Tanzania,,31810.0,24.0,12810.0,6.0,35.0410958904
7691808756.0,M,3554.0,1,1.0,pay_rent,0,7.0,college,10000.0,monthly,,no,few_times_a_week,,,1.0,483.0,Tanzania,,20780.0,7.0,18847.0,10.0,22.4410958904
8485736177.0,F,430.0,2,6.0,pay_rent,5+,3.0,college,50000.0,monthly,,no,few_times_a_week,,,1.0,412.0,Tanzania,,14646.0,10.0,15442.0,20.0,36.1260273973
5345006498.0,M,840.0,5+,11.0,pay_rent,5+,11.0,college,60000.0,monthly,facebook,no,few_times_a_week,,,1.0,320.0,Tanzania,,8700.0,8.0,43940.0,22.0,53.8876712329
8315543219.0,M,500.0,5+,3.0,pay_rent,5+,4.0,college,40000.0,monthly,facebook,no,few_times_a_week,,,4.0,346.0,Tanzania,,47900.0,11.0,30895.0,19.0,50.1205479452
3413480258.0,M,1110.0,5+,3.0,pay_rent,5+,5.0,high_school,34000.0,monthly,,no,daily,,,16.0,308.0,Tanzania,,9610.0,7.0,6400.0,6.0,33.0739726027
3640580591.0,M,234.0,2,5.0,own_home,1,2.0,college,15000.0,monthly,facebook,no,few_times_a_week,,,2.0,328.0,Tanzania,,27766.0,17.0,19800.0,10.0,31.1315068493
1212953829.0,F,7.0,5+,11.0,pay_rent,5+,11.0,college,1500.0,daily,friend,no,few_times_a_month,,,2.0,336.0,Tanzania,,17142.0,16.0,13953.0,14.0,51.2219178082
2048939339.0,M,841.0,5+,2.0,pay_rent,5+,2.0,college,30000.0,monthly,friend,no,daily,,,2.0,399.0,Tanzania,,20100.0,12.0,41243.0,18.0,31.2
3149006688.0,M,738.0,4,0.0,pay_rent,5+,0.0,college,8000.0,monthly,google_play_store,yes,daily,,,6.0,307.0,Tanzania,,22750.0,6.0,44120.0,24.0,32.8684931507
6690203041.0,M,1307.0,1,3.0,pay_rent,1,2.0,high_school,4500.0,weekly,,no,few_times_a_week,,,3.0,469.0,Tanzania,,20350.0,7.0,17810.0,11.0,21.8904109589
3394363896.0,M,702.0,5+,5.0,own_home,4,3.0,college,3500.0,weekly,,no,few_times_a_week,,,,,,,,,,,35.5369863014
9955035119.0,F,587.0,0,3.0,pay_rent,0,4.0,college,45000.0,monthly,google_play_store,no,few_times_a_week,,,1.0,305.0,Tanzania,,24878.0,9.0,26292.0,21.0,31.2794520548
3679328472.0,M,2232.0,3,3.0,pay_rent,2,3.0,college,13.0,monthly,friend,yes,few_times_a_week,,,1.0,437.0,Tanzania,,25030.0,22.0,13858.0,8.0,24.0794520548
7269987518.0,F,245.0,3,6.0,pay_rent,5+,7.0,college,55000.0,monthly,google_play_store,no,few_times_a_week,,,1.0,463.0,Tanzania,Dar es Salaam,26300.0,11.0,34113.0,19.0,35.1561643836
9149555649.0,M,278.0,3,7.0,pay_rent,4,2.0,high_school,25000.0,monthly,facebook,yes,daily,,,17.0,306.0,Tanzania,,160758.0,30.0,0.0,0.0,29.9150684932
4652588050.0,F,1180.0,4,5.0,pay_rent,5+,0.0,primary,30000.0,monthly,facebook,yes,few_times_a_week,,,1.0,380.0,Tanzania,Dar es Salaam,20950.0,16.0,62755.0,14.0,32.8410958904
9448433849.0,M,41.0,5+,11.0,own_home,2,4.0,college,20500.0,monthly,,yes,daily,,,2.0,325.0,Tanzania,,47400.0,14.0,61040.0,16.0,32.8054794521
3252413480.0,M,2691.0,5+,2.0,pay_rent,4,2.0,college,20000.0,monthly,friend,yes,few_times_a_week,,,2.0,366.0,Tanzania,Dar es Salaam,32949.0,23.0,14380.0,7.0,35.901369863
4020568831.0,M,49.0,3,6.0,pay_rent,5+,3.0,primary,6000.0,monthly,family,yes,few_times_a_week,,,1.0,301.0,Tanzania,,12155.0,9.0,8125.0,2.0,28.0082191781
9578209515.0,M,5000.0,5+,2.0,own_home,5+,2.0,high_school,56000.0,monthly,facebook,yes,daily,,,1.0,353.0,Tanzania,,37000.0,3.0,24600.0,27.0,37.3287671233
3075741637.0,M,388.0,4,0.0,pay_rent,4,0.0,college,100000.0,monthly,facebook,yes,daily,,,1.0,314.0,Tanzania,,25600.0,2.0,255187.0,28.0,28.4657534247
1766763696.0,M,251.0,3,2.0,pay_rent,2,2.0,college,40000.0,monthly,facebook,yes,few_times_a_week,,,1.0,404.0,Tanzania,,1050.0,2.0,50160.0,24.0,30.7917808219
8357321273.0,M,93.0,5+,10.0,other,5+,11.0,college,25000.0,monthly,google_play_store,no,few_times_a_week,,,1.0,357.0,Tanzania,,46490.0,12.0,114777.0,18.0,43.2191780822
6060950564.0,M,448.0,5+,0.0,pay_rent,3,0.0,college,90000.0,monthly,facebook,yes,daily,,,1.0,342.0,Tanzania,,5000.0,1.0,100609.0,29.0,41.2082191781
1716829174.0,M,1251.0,1,0.0,pay_rent,0,0.0,high_school,1000.0,weekly,google_play_store,yes,daily,,,3.0,309.0,Tanzania,,2484.0,11.0,55.0,1.0,25.0301369863
8171435807.0,F,297.0,3,3.0,pay_rent,2,3.0,college,20000.0,monthly,google_play_store,no,few_times_a_week,,,2.0,378.0,Tanzania,,3000.0,1.0,0.0,0.0,28.5808219178
5064137410.0,F,118.0,1,2.0,pay_rent,3,6.0,college,10500.0,monthly,friend,yes,daily,,,1.0,341.0,Tanzania,,308651.0,30.0,0.0,0.0,33.5479452055
3583731581.0,M,708.0,5+,11.0,pay_rent,5+,11.0,college,30000.0,monthly,friend,no,daily,,,1.0,408.0,Tanzania,,78539.0,20.0,60984.0,10.0,38.1397260274
3525069691.0,F,154.0,1,2.0,pay_rent,2,5.0,college,40000.0,monthly,friend,no,few_times_a_week,,,9.0,292.0,Tanzania,,0.0,0.0,327.0,1.0,29.498630137
1537358892.0,M,232.0,5+,7.0,pay_rent,4,4.0,college,35000.0,monthly,facebook,yes,daily,married,yes,1.0,317.0,Tanzania,,7945.0,8.0,89669.0,22.0,41.2465753425
3201754709.0,M,178.0,2,6.0,pay_rent,5+,0.0,high_school,500.0,daily,facebook,yes,daily,,,1.0,310.0,Tanzania,,26010.0,19.0,15438.0,11.0,31.3698630137
5935455253.0,M,1008.0,5+,4.0,pay_rent,5+,1.0,college,62000.0,monthly,friend,no,few_times_a_week,,,15.0,293.0,Tanzania,,4300.0,1.0,0.0,0.0,33.0547945205
7430130268.0,M,765.0,1,1.0,pay_rent,2,3.0,college,30000.0,monthly,friend,no,daily,,,1.0,415.0,Tanzania,,22925.0,12.0,24737.0,18.0,30.7561643836
5048210603.0,M,304.0,5+,11.0,with_family,5+,11.0,high_school,18500.0,monthly,facebook,no,few_times_a_week,,,1.0,335.0,Tanzania,,1630.0,5.0,1927.0,1.0,45.4054794521
1635947875.0,M,980.0,5+,11.0,own_home,4,11.0,college,500.0,daily,google_play_store,yes,few_times_a_week,,,2.0,317.0,Tanzania,,130649.0,18.0,71244.0,12.0,25.7616438356
5410424023.0,F,2192.0,1,3.0,pay_rent,0,0.0,college,20000.0,monthly,friend,no,daily,,,1.0,459.0,Tanzania,,27522.0,11.0,34220.0,19.0,28.8465753425
3933368676.0,F,158.0,3,5.0,pay_rent,2,1.0,high_school,400.0,daily,friend,no,daily,,,1.0,393.0,Tanzania,Dar es Salaam,150.0,1.0,2210.0,3.0,32.202739726
4493372220.0,M,267.0,3,2.0,own_home,5+,0.0,college,34000.0,monthly,friend,no,few_times_a_week,,,1.0,405.0,Tanzania,,70500.0,5.0,201961.0,25.0,43.4931506849
5406406018.0,F,302.0,3,6.0,student_housing,0,3.0,college,8500.0,monthly,friend,no,daily,single,yes,,,,,,,,,22.9534246575
8476099889.0,M,4998.0,4,10.0,with_family,5+,10.0,college,30000.0,monthly,facebook,no,few_times_a_week,,,2.0,327.0,Tanzania,,48350.0,11.0,26720.0,19.0,46.0328767123
